firm_id,date,sales_t,firm_sector,employment_t,wage_bill_t,revenue_t,adopt_t
AAAI-15,2014-08-01,10351.0,Hospitality,151.0,52563.1,683994.08,0
AAAI-15,2014-09-01,15209.0,Hospitality,141.0,49957.71,1135808.12,0
AAAI-15,2014-10-01,16934.0,Hospitality,136.0,48651.28,1305442.06,0
AAAI-15,2014-11-01,12657.0,Hospitality,155.0,49632.55,982436.34,0
AAAI-15,2014-12-01,14542.0,Hospitality,145.0,50397.65,1029428.18,0
AAAI-15,2015-01-01,16947.0,Hospitality,135.0,60242.4,1088166.87,0
AAAI-15,2015-02-01,13743.0,Hospitality,144.0,38350.08,934111.71,0
AAAI-15,2015-03-01,17220.0,Hospitality,156.0,57537.48,1434081.6,0
AAAI-15,2015-04-01,18123.0,Hospitality,138.0,46347.3,1645387.17,0
AAAI-15,2015-05-01,14388.0,Hospitality,154.0,44562.98,1378082.64,0
AAAI-15,2015-06-01,14618.0,Hospitality,142.0,54607.52,1358304.56,0
AAAI-15,2015-07-01,13444.0,Hospitality,171.0,53765.82,1259165.04,0
AAAI-15,2015-08-01,22527.0,Hospitality,145.0,55858.35,2150202.15,0
AAAI-15,2015-09-01,17855.0,Hospitality,149.0,49523.13,1516782.25,0
AAAI-15,2015-10-01,12156.0,Hospitality,153.0,54980.55,1038000.84,0
AAAI-15,2015-11-01,16310.0,Hospitality,146.0,51792.04,1602783.7,0
AAAI-15,2015-12-01,17468.0,Hospitality,152.0,47015.12,1480063.64,0
AAAI-15,2016-01-01,17485.0,Hospitality,159.0,57704.28,1946605.05,0
AAAI-15,2016-02-01,19623.0,Hospitality,144.0,,1729374.99,0
AAAI-15,2016-03-01,19873.0,Hospitality,142.0,45211.38,1991274.6,0
AAAI-15,2016-04-01,15690.0,Hospitality,152.0,36011.84,1478625.6,0
AAAI-15,2016-05-01,13333.0,Hospitality,132.0,42076.32,1158104.38,0
AAAI-15,2016-06-01,,Hospitality,138.0,44591.94,,0
AAAI-15,2016-07-01,13953.0,Hospitality,157.0,52907.43,1321907.22,0
AAAI-15,2016-08-01,16247.0,Hospitality,147.0,39397.47,1527867.88,0
AAAI-15,2016-09-01,15092.0,Hospitality,151.0,50181.83,1403706.92,0
AAAI-15,2016-10-01,23608.0,Hospitality,147.0,46366.74,2314292.24,0
AAAI-15,2016-11-01,19139.0,Hospitality,,,2106246.95,0
AAAI-15,2016-12-01,16632.0,Hospitality,141.0,42233.73,,0
AAAI-15,2017-01-01,18065.0,Hospitality,141.0,43082.55,1693774.4,0
AAAI-15,2017-02-01,13898.0,Hospitality,143.0,55641.3,1449005.48,0
AAAI-15,2017-03-01,15289.0,Hospitality,151.0,55211.64,1455818.58,0
AAAI-15,2017-04-01,17075.0,Hospitality,140.0,52521.0,1739088.75,0
AAAI-15,2017-05-01,13592.0,Hospitality,155.0,55790.7,1421723.2,0
AAAI-15,2017-06-01,20246.0,Hospitality,132.0,52203.36,2376070.56,0
AAAI-15,2017-07-01,11469.0,Hospitality,150.0,51382.5,1077397.86,0
AAAI-15,2017-08-01,19593.0,Hospitality,151.0,44261.12,2036496.42,0
AAAI-15,2017-09-01,19527.0,Hospitality,155.0,61914.75,2676175.35,0
AAAI-15,2017-10-01,19660.0,Hospitality,133.0,53007.15,2311819.4,0
AAAI-15,2017-11-01,12670.0,Hospitality,137.0,48599.38,1265099.5,0
AAAI-15,2017-12-01,15917.0,Hospitality,153.0,47762.01,1383823.98,0
AAAI-15,2018-01-01,23200.0,Hospitality,134.0,40774.86,2719968.0,0
AAAI-15,2018-02-01,14228.0,Hospitality,148.0,40287.08,1459081.4,0
AAAI-15,2018-03-01,16496.0,Hospitality,161.0,61645.29,1557222.4,0
AAAI-15,2018-04-01,,Hospitality,138.0,46786.14,,0
AAAI-15,2018-05-01,17265.0,Hospitality,143.0,50360.31,1558856.85,0
AAAI-15,2018-06-01,21238.0,Hospitality,151.0,48859.07,2359117.04,0
AAAI-15,2018-07-01,19212.0,Hospitality,163.0,64513.77,1724661.24,0
AAAI-15,2018-08-01,27906.0,Hospitality,146.0,53308.98,3290117.4,0
AAAI-15,2018-09-01,24197.0,Hospitality,143.0,46785.31,2335978.38,0
AAAI-15,2018-10-01,20746.0,Hospitality,147.0,51172.17,2246376.88,0
AAAI-15,2018-11-01,24809.0,Hospitality,152.0,60651.04,2519353.95,0
AAAI-15,2018-12-01,22805.0,Hospitality,147.0,54897.15,2413453.15,0
AAAI-15,2019-01-01,20458.0,Hospitality,152.0,44882.56,2383357.0,0
AAAI-15,2019-02-01,22137.0,Hospitality,150.0,43378.5,2504801.55,0
AAAI-15,2019-03-01,22410.0,Hospitality,145.0,34466.5,2887752.6,0
AAAI-15,2019-04-01,19416.0,Hospitality,147.0,47689.74,1768991.76,0
AAAI-15,2019-05-01,22603.0,Hospitality,160.0,49960.0,2290135.96,0
AAAI-15,2019-06-01,23633.0,Hospitality,140.0,44084.6,2815635.62,0
AAAI-15,2019-07-01,18291.0,Hospitality,141.0,45578.25,1647104.55,0
AAAI-15,2019-08-01,21522.0,Hospitality,146.0,46817.82,2097964.56,0
AAAI-15,2019-09-01,16525.0,Hospitality,153.0,55812.87,1597306.5,0
AAAI-15,2019-10-01,26261.0,Hospitality,157.0,51401.8,2465907.9,0
AAAI-15,2019-11-01,21145.0,Hospitality,153.0,51975.63,2118094.65,0
AAAI-15,2019-12-01,18117.0,Hospitality,157.0,55096.01,1929641.67,0
ABFM-90,2010-01-01,3782.0,Hospitality,61.0,15124.34,159335.66,0
ABFM-90,2010-02-01,4246.0,Hospitality,70.0,14928.2,213573.8,0
ABFM-90,2010-03-01,5236.0,Hospitality,64.0,15870.72,233839.76,0
ABFM-90,2010-04-01,,Hospitality,57.0,15450.42,,0
ABFM-90,2010-05-01,2924.0,Hospitality,64.0,14179.2,127691.08,0
ABFM-90,2010-06-01,3904.0,Hospitality,60.0,15992.4,236035.84,0
ABFM-90,2010-07-01,2640.0,Hospitality,63.0,14970.06,134402.4,0
ABFM-90,2010-08-01,4178.0,Hospitality,61.0,14748.58,246752.68,0
ABFM-90,2010-09-01,3873.0,Hospitality,64.0,17411.84,219792.75,0
ABFM-90,2010-10-01,,Hospitality,60.0,16957.8,,0
ABFM-90,2010-11-01,4128.0,Hospitality,61.0,14020.85,215151.36,0
ABFM-90,2010-12-01,4249.0,Hospitality,63.0,13441.05,218908.48,0
ABFM-90,2011-01-01,4242.0,Hospitality,60.0,13827.0,300969.9,0
ABFM-90,2011-02-01,4543.0,Hospitality,62.0,17121.3,273534.03,0
ABFM-90,2011-03-01,3560.0,Hospitality,55.0,13054.8,199182.0,0
ABFM-90,2011-04-01,3078.0,Hospitality,69.0,16493.76,186342.12,0
ABFM-90,2011-05-01,5549.0,Hospitality,69.0,19542.87,370173.79,0
ABFM-90,2011-06-01,5309.0,Hospitality,55.0,14043.15,270121.92,0
ABFM-90,2011-07-01,3337.0,Hospitality,62.0,14236.44,171988.98,0
ABFM-90,2011-08-01,4974.0,Hospitality,59.0,16488.73,306895.8,0
ABFM-90,2011-09-01,3541.0,Hospitality,58.0,14351.52,218161.01,0
ABFM-90,2011-10-01,3481.0,Hospitality,69.0,15408.39,228283.98,0
ABFM-90,2011-11-01,5915.0,Hospitality,61.0,15757.52,349339.9,0
ABFM-90,2011-12-01,,Hospitality,58.0,15643.76,345720.9,0
ABFM-90,2012-01-01,3123.0,Hospitality,57.0,14578.32,173951.1,0
ABFM-90,2012-02-01,3594.0,Hospitality,56.0,13823.6,229692.54,0
ABFM-90,2012-03-01,3496.0,Hospitality,62.0,13820.42,227205.04,0
ABFM-90,2012-04-01,4464.0,Hospitality,63.0,15261.12,274446.72,0
ABFM-90,2012-05-01,4330.0,Hospitality,62.0,18682.46,258154.6,0
ABFM-90,2012-06-01,4063.0,Hospitality,59.0,14307.5,277502.9,0
ABFM-90,2012-07-01,4337.0,Hospitality,60.0,14168.4,265207.55,0
ABFM-90,2012-08-01,3300.0,Hospitality,63.0,16904.16,222420.0,0
ABFM-90,2012-09-01,,Hospitality,58.0,11855.2,,0
ABFM-90,2012-10-01,,Hospitality,58.0,17493.96,,0
ABFM-90,2012-11-01,,Hospitality,68.0,17777.24,224754.6,0
ABFM-90,2012-12-01,4051.0,Hospitality,60.0,16725.0,281868.58,0
ABFM-90,2013-01-01,5745.0,Hospitality,58.0,18214.32,406458.75,1
ABFM-90,2013-02-01,4788.0,Hospitality,67.0,18954.3,370830.6,1
ABFM-90,2013-03-01,5582.0,Hospitality,59.0,23533.92,496463.08,1
ABFM-90,2013-04-01,4028.0,Hospitality,69.0,21322.38,351241.6,1
ABFM-90,2013-05-01,4133.0,Hospitality,61.0,21332.92,322539.32,1
ABFM-90,2013-06-01,4009.0,Hospitality,57.0,29621.76,396089.2,1
ABFM-90,2013-07-01,4111.0,Hospitality,57.0,17337.69,312847.1,1
ABFM-90,2013-08-01,3612.0,Hospitality,63.0,17431.47,283325.28,1
ABFM-90,2013-09-01,4779.0,Hospitality,62.0,20389.94,394554.24,1
ABFM-90,2013-10-01,3854.0,Hospitality,58.0,18722.98,296758.0,1
ABFM-90,2013-11-01,4132.0,Hospitality,61.0,21449.43,354690.88,1
ABFM-90,2013-12-01,4033.0,Hospitality,67.0,22588.38,296344.84,1
ABFM-90,2014-01-01,4453.0,Hospitality,60.0,21431.4,433677.67,1
ABFM-90,2014-02-01,4827.0,Hospitality,62.0,23483.12,455717.07,1
ABFM-90,2014-03-01,4763.0,Hospitality,58.0,15714.52,383612.02,1
ABFM-90,2014-04-01,3793.0,Hospitality,59.0,21486.03,337197.7,1
ABFM-90,2014-05-01,4427.0,Hospitality,56.0,17914.96,334991.09,1
ABFM-90,2014-06-01,3700.0,Hospitality,59.0,19300.08,319680.0,1
ABFM-90,2014-07-01,4380.0,Hospitality,59.0,18154.3,366168.0,1
ABFM-90,2014-08-01,4541.0,Hospitality,,,438842.24,1
ABFM-90,2014-09-01,3965.0,Hospitality,64.0,29921.92,352131.65,1
ABFM-90,2014-10-01,,Hospitality,55.0,25103.65,478924.8,1
ABFM-90,2014-11-01,3687.0,Hospitality,60.0,18260.4,249388.68,1
ABFM-90,2014-12-01,4919.0,Hospitality,65.0,26247.65,,1
ABFM-90,2015-01-01,4585.0,Hospitality,65.0,24816.35,376887.0,1
ABFM-90,2015-02-01,5417.0,Hospitality,57.0,21768.87,567864.11,1
ABFM-90,2015-03-01,4225.0,Hospitality,63.0,19994.31,249148.25,1
ABFM-90,2015-04-01,4645.0,Hospitality,61.0,27027.88,386974.95,1
ABFM-90,2015-05-01,5529.0,Hospitality,66.0,26693.7,434524.11,1
ABFM-90,2015-06-01,5776.0,Hospitality,63.0,23774.31,552416.64,1
ABFM-90,2015-07-01,5427.0,Hospitality,,,575967.51,1
ABFM-90,2015-08-01,5680.0,Hospitality,55.0,18477.8,594298.4,1
ABFM-90,2015-09-01,4567.0,Hospitality,64.0,22384.64,425324.71,1
ABFM-90,2015-10-01,4249.0,Hospitality,62.0,23474.44,371872.48,1
ABFM-90,2015-11-01,4263.0,Hospitality,56.0,17050.32,382348.47,1
ABFM-90,2015-12-01,3302.0,Hospitality,56.0,19516.0,327954.64,1
ABFM-90,2016-01-01,3546.0,Hospitality,58.0,20613.2,326161.08,1
ABFM-90,2016-02-01,3436.0,Hospitality,58.0,21987.8,351227.92,1
ABFM-90,2016-03-01,4326.0,Hospitality,58.0,19663.74,463530.9,1
ABFM-90,2016-04-01,4389.0,Hospitality,60.0,25002.6,434774.34,1
ABFM-90,2016-05-01,3988.0,Hospitality,65.0,21330.4,425998.16,1
ABFM-90,2016-06-01,5801.0,Hospitality,66.0,24341.46,592572.15,1
ABFM-90,2016-07-01,4927.0,Hospitality,52.0,20207.2,516940.84,1
ABFM-90,2016-08-01,4634.0,Hospitality,66.0,25672.02,393148.56,1
ABFM-90,2016-09-01,5712.0,Hospitality,63.0,25374.51,648083.52,1
ABFM-90,2016-10-01,4654.0,Hospitality,62.0,22739.74,439477.22,1
ABFM-90,2016-11-01,5284.0,Hospitality,57.0,23412.18,541134.44,1
ABFM-90,2016-12-01,3494.0,Hospitality,65.0,23507.25,344752.98,1
ABFM-90,2017-01-01,5848.0,Hospitality,65.0,22038.25,681350.48,1
ABFM-90,2017-02-01,5019.0,Hospitality,63.0,20340.81,610962.87,1
ABFM-90,2017-03-01,4438.0,Hospitality,67.0,24962.86,418370.26,1
ABFM-90,2017-04-01,4935.0,Hospitality,59.0,18675.86,564366.6,1
ABFM-90,2017-05-01,4093.0,Hospitality,65.0,22308.65,435290.55,1
ABFM-90,2017-06-01,4695.0,Hospitality,59.0,20090.68,459030.15,1
ABFM-90,2017-07-01,5130.0,Hospitality,61.0,18464.09,589026.6,1
ABFM-90,2017-08-01,5130.0,Hospitality,61.0,23258.69,457031.7,1
ABFM-90,2017-09-01,4801.0,Hospitality,62.0,20105.36,475154.97,1
ABFM-90,2017-10-01,4945.0,Hospitality,57.0,17973.24,553197.15,1
ABFM-90,2017-11-01,4809.0,Hospitality,56.0,14640.64,424105.71,1
ABFM-90,2017-12-01,3385.0,Hospitality,62.0,18055.64,286371.0,1
ABFM-90,2018-01-01,5454.0,Hospitality,59.0,17524.18,447664.32,1
ABFM-90,2018-02-01,4256.0,Hospitality,60.0,16806.6,387296.0,1
ABFM-90,2018-03-01,4021.0,Hospitality,60.0,22087.2,337562.95,1
ABFM-90,2018-04-01,4604.0,Hospitality,,25804.35,392444.96,1
ABFM-90,2018-05-01,4318.0,Hospitality,68.0,21783.12,420184.58,1
ABFM-90,2018-06-01,6092.0,Hospitality,65.0,22807.85,506793.48,1
ABFM-90,2018-07-01,4726.0,Hospitality,67.0,24373.93,428789.98,1
ABFM-90,2018-08-01,5832.0,Hospitality,66.0,24443.1,572702.4,1
ABFM-90,2018-09-01,4829.0,Hospitality,56.0,17656.8,405153.1,1
ABFM-90,2018-10-01,4135.0,Hospitality,62.0,19435.76,387945.7,1
ABFM-90,2018-11-01,4980.0,Hospitality,64.0,,454325.4,1
ABFM-90,2018-12-01,4361.0,Hospitality,58.0,21175.22,451755.99,1
ABFM-90,2019-01-01,4407.0,Hospitality,64.0,21642.24,417298.83,1
ABFM-90,2019-02-01,4173.0,Hospitality,61.0,20956.55,374276.37,1
ABFM-90,2019-03-01,4612.0,Hospitality,59.0,20827.0,420383.8,1
ABFM-90,2019-04-01,4694.0,Hospitality,62.0,21433.4,415606.76,1
ABFM-90,2019-05-01,4182.0,Hospitality,58.0,20601.02,492430.5,1
ABFM-90,2019-06-01,3421.0,Hospitality,60.0,20166.6,324413.43,1
ABFM-90,2019-07-01,5198.0,Hospitality,67.0,22995.07,615807.06,1
ABFM-90,2019-08-01,4651.0,Hospitality,63.0,,492122.31,1
ABFM-90,2019-09-01,5461.0,Hospitality,61.0,21642.19,636479.55,1
ABFM-90,2019-10-01,4933.0,Hospitality,64.0,22718.72,598372.9,1
ABFM-90,2019-11-01,,Hospitality,57.0,15643.08,,1
ABFM-90,2019-12-01,4550.0,Hospitality,59.0,17308.24,475247.5,1
ABZO-32,2010-01-01,7670.0,Fast Food,118.0,36344.0,582766.6,0
ABZO-32,2010-02-01,12586.0,Fast Food,106.0,26342.06,1088563.14,0
ABZO-32,2010-03-01,8166.0,Fast Food,116.0,33450.92,711095.28,0
ABZO-32,2010-04-01,12359.0,Fast Food,108.0,36489.96,1005157.47,0
ABZO-32,2010-05-01,9610.0,Fast Food,110.0,32708.5,705854.5,0
ABZO-32,2010-06-01,11562.0,Fast Food,106.0,33561.72,1076769.06,0
ABZO-32,2010-07-01,11464.0,Fast Food,127.0,38942.01,834579.2,0
ABZO-32,2010-08-01,13231.0,Fast Food,99.0,38744.64,1291213.29,0
ABZO-32,2010-09-01,10036.0,Fast Food,104.0,28430.48,800772.44,0
ABZO-32,2010-10-01,11109.0,Fast Food,,,864613.47,0
ABZO-32,2010-11-01,8996.0,Fast Food,107.0,36734.17,663005.2,0
ABZO-32,2010-12-01,13429.0,Fast Food,111.0,37191.66,1043836.17,0
ABZO-32,2011-01-01,12988.0,Fast Food,126.0,40747.14,1179310.4,0
ABZO-32,2011-02-01,14938.0,Fast Food,112.0,36877.12,1160234.46,0
ABZO-32,2011-03-01,11417.0,Fast Food,113.0,37502.44,733199.74,0
ABZO-32,2011-04-01,13752.0,Fast Food,113.0,35081.98,955764.0,0
ABZO-32,2011-05-01,10773.0,Fast Food,116.0,34786.08,690441.57,0
ABZO-32,2011-06-01,,Fast Food,,32872.32,,0
ABZO-32,2011-07-01,,Fast Food,110.0,29552.6,,0
ABZO-32,2011-08-01,9179.0,Fast Food,121.0,35256.98,,0
ABZO-32,2011-09-01,13168.0,Fast Food,118.0,36497.4,903983.2,0
ABZO-32,2011-10-01,,Fast Food,121.0,42203.59,,0
ABZO-32,2011-11-01,12416.0,Fast Food,112.0,36025.92,896683.52,0
ABZO-32,2011-12-01,10221.0,Fast Food,119.0,40252.94,664365.0,0
ABZO-32,2012-01-01,,Fast Food,107.0,38012.82,,0
ABZO-32,2012-02-01,10757.0,Fast Food,122.0,35153.08,810970.23,0
ABZO-32,2012-03-01,11618.0,Fast Food,115.0,40055.65,893191.84,0
ABZO-32,2012-04-01,10447.0,Fast Food,118.0,44609.9,840043.27,0
ABZO-32,2012-05-01,12231.0,Fast Food,105.0,34591.2,939707.73,0
ABZO-32,2012-06-01,12580.0,Fast Food,110.0,37127.2,849275.8,0
ABZO-32,2012-07-01,,Fast Food,117.0,47403.72,,0
ABZO-32,2012-08-01,16949.0,Fast Food,111.0,36886.41,1261175.09,0
ABZO-32,2012-09-01,10734.0,Fast Food,95.0,30276.5,601962.72,0
ABZO-32,2012-10-01,12972.0,Fast Food,122.0,49101.34,702822.96,0
ABZO-32,2012-11-01,14542.0,Fast Food,120.0,40896.0,916000.58,0
ABZO-32,2012-12-01,14550.0,Fast Food,115.0,51223.3,1097943.0,0
ABZO-32,2013-01-01,13656.0,Fast Food,111.0,51089.97,843531.12,0
ABZO-32,2013-02-01,11276.0,Fast Food,106.0,38385.78,745681.88,0
ABZO-32,2013-03-01,10983.0,Fast Food,104.0,39506.48,704339.79,0
ABZO-32,2013-04-01,12656.0,Fast Food,113.0,43458.67,813274.56,0
ABZO-32,2013-05-01,12238.0,Fast Food,113.0,44239.5,875751.28,0
ABZO-32,2013-06-01,13361.0,Fast Food,114.0,48245.94,866594.46,0
ABZO-32,2013-07-01,17013.0,Fast Food,112.0,44340.8,1231911.33,0
ABZO-32,2013-08-01,11351.0,Fast Food,110.0,42022.2,822606.97,0
ABZO-32,2013-09-01,10357.0,Fast Food,108.0,39652.2,,0
ABZO-32,2013-10-01,11859.0,Fast Food,108.0,33891.48,,0
ABZO-32,2013-11-01,13893.0,Fast Food,119.0,47113.29,793151.37,0
ABZO-32,2013-12-01,11946.0,Fast Food,120.0,52126.8,765380.22,0
ABZO-32,2014-01-01,17446.0,Fast Food,109.0,42076.18,1031058.6,0
ABZO-32,2014-02-01,13114.0,Fast Food,121.0,44514.69,752874.74,0
ABZO-32,2014-03-01,16701.0,Fast Food,99.0,55479.6,849913.89,0
ABZO-32,2014-04-01,12059.0,Fast Food,117.0,50455.08,529631.28,0
ABZO-32,2014-05-01,14659.0,Fast Food,109.0,42763.97,834536.87,0
ABZO-32,2014-06-01,14518.0,Fast Food,107.0,50079.21,859901.14,0
ABZO-32,2014-07-01,11914.0,Fast Food,108.0,51146.64,758326.1,0
ABZO-32,2014-08-01,11834.0,Fast Food,,,675366.38,0
ABZO-32,2014-09-01,13789.0,Fast Food,102.0,40141.08,763496.93,0
ABZO-32,2014-10-01,13886.0,Fast Food,105.0,,794834.64,0
ABZO-32,2014-11-01,12187.0,Fast Food,112.0,39494.56,698924.45,0
ABZO-32,2014-12-01,15795.0,Fast Food,119.0,42166.46,1159668.9,0
ABZO-32,2015-01-01,18929.0,Fast Food,,,1346230.48,0
ABZO-32,2015-02-01,12188.0,Fast Food,119.0,53289.39,860107.16,0
ABZO-32,2015-03-01,18023.0,Fast Food,104.0,37973.52,1789143.21,0
ABZO-32,2015-04-01,15373.0,Fast Food,116.0,45807.24,1148670.56,0
ABZO-32,2015-05-01,16661.0,Fast Food,108.0,59078.16,1506820.84,0
ABZO-32,2015-06-01,15643.0,Fast Food,97.0,36787.25,1130050.32,0
ABZO-32,2015-07-01,12654.0,Fast Food,115.0,44976.5,1017381.6,0
ABZO-32,2015-08-01,19810.0,Fast Food,114.0,53804.58,1717923.2,0
ABZO-32,2015-09-01,16509.0,Fast Food,116.0,45306.12,1547718.75,0
ABZO-32,2015-10-01,19057.0,Fast Food,,,1911988.81,0
ABZO-32,2015-11-01,15930.0,Fast Food,100.0,43925.0,1490410.8,0
ABZO-32,2015-12-01,14135.0,Fast Food,,,1038781.15,0
ABZO-32,2016-01-01,17053.0,Fast Food,108.0,50293.44,1830298.49,0
ABZO-32,2016-02-01,15926.0,Fast Food,115.0,46142.6,1444806.72,0
ABZO-32,2016-03-01,14844.0,Fast Food,110.0,45612.6,1152042.84,0
ABZO-32,2016-04-01,14392.0,Fast Food,113.0,34010.74,1249369.52,0
ABZO-32,2016-05-01,14469.0,Fast Food,110.0,51766.0,1241006.13,0
ABZO-32,2016-06-01,16238.0,Fast Food,112.0,47144.16,1645558.92,0
ABZO-32,2016-07-01,13783.0,Fast Food,117.0,42166.8,1064598.92,0
ABZO-32,2016-08-01,17069.0,Fast Food,97.0,35857.02,1647499.88,0
ABZO-32,2016-09-01,14917.0,Fast Food,,,1054631.9,0
ABZO-32,2016-10-01,12580.0,Fast Food,111.0,36434.64,1027660.2,0
ABZO-32,2016-11-01,16184.0,Fast Food,120.0,41432.4,1156346.8,0
ABZO-32,2016-12-01,21406.0,Fast Food,111.0,37234.95,1697495.8,0
ABZO-32,2017-01-01,15101.0,Fast Food,108.0,35027.64,1335834.46,0
ABZO-32,2017-02-01,18199.0,Fast Food,111.0,42554.07,1458467.86,0
ABZO-32,2017-03-01,13749.0,Fast Food,105.0,32954.25,1174439.58,0
ABZO-32,2017-04-01,11329.0,Fast Food,121.0,38651.03,893744.81,0
ABZO-32,2017-05-01,21421.0,Fast Food,102.0,33038.82,1484261.09,0
ABZO-32,2017-06-01,11226.0,Fast Food,104.0,37038.56,757755.0,0
ABZO-32,2017-07-01,14305.0,Fast Food,122.0,40095.3,954715.7,0
ABZO-32,2017-08-01,16235.0,Fast Food,106.0,38380.48,1268602.9,0
ABZO-32,2017-09-01,,Fast Food,115.0,36481.45,987820.62,0
ABZO-32,2017-10-01,22068.0,Fast Food,119.0,40975.27,1568152.08,0
ABZO-32,2017-11-01,19157.0,Fast Food,109.0,33364.9,1393288.61,0
ABZO-32,2017-12-01,19268.0,Fast Food,,,1313884.92,0
ABZO-32,2018-01-01,24624.0,Fast Food,107.0,41909.76,1602037.44,0
ABZO-32,2018-02-01,18751.0,Fast Food,114.0,33911.58,1658713.46,0
ABZO-32,2018-03-01,17016.0,Fast Food,111.0,40677.06,1153174.32,0
ABZO-32,2018-04-01,19369.0,Fast Food,110.0,31006.8,1670963.63,0
ABZO-32,2018-05-01,15444.0,Fast Food,112.0,38963.68,805095.72,0
ABZO-32,2018-06-01,17101.0,Fast Food,113.0,35906.88,1252990.27,0
