firm_id,date,sales_t,firm_sector
AAAI-15,2015-10-01,12156.0,Hospitality
AAAI-15,2015-11-01,16310.0,Hospitality
AAAI-15,2015-12-01,17468.0,Hospitality
AAAI-15,2016-01-01,17485.0,Hospitality
AAAI-15,2016-02-01,19623.0,Hospitality
AAAI-15,2016-03-01,19873.0,Hospitality
AAAI-15,2016-04-01,15690.0,Hospitality
AAAI-15,2016-05-01,13333.0,Hospitality
AAAI-15,2016-06-01,,Hospitality
AAAI-15,2016-07-01,13953.0,Hospitality
AAAI-15,2016-08-01,16247.0,Hospitality
AAAI-15,2016-09-01,15092.0,Hospitality
AAAI-15,2016-10-01,23608.0,Hospitality
AAAI-15,2016-11-01,19139.0,Hospitality
AAAI-15,2016-12-01,16632.0,Hospitality
AAAI-15,2017-01-01,18065.0,Hospitality
AAAI-15,2017-02-01,13898.0,Hospitality
AAAI-15,2017-03-01,15289.0,Hospitality
AAAI-15,2017-04-01,17075.0,Hospitality
AAAI-15,2017-05-01,13592.0,Hospitality
AAAI-15,2017-06-01,20246.0,Hospitality
AAAI-15,2017-07-01,11469.0,Hospitality
AAAI-15,2017-08-01,19593.0,Hospitality
AAAI-15,2017-09-01,19527.0,Hospitality
AAAI-15,2017-10-01,19660.0,Hospitality
AAAI-15,2017-11-01,12670.0,Hospitality
AAAI-15,2017-12-01,15917.0,Hospitality
AAAI-15,2018-01-01,23200.0,Hospitality
AAAI-15,2018-02-01,14228.0,Hospitality
AAAI-15,2018-03-01,16496.0,Hospitality
AAAI-15,2018-04-01,,Hospitality
AAAI-15,2018-05-01,17265.0,Hospitality
AAAI-15,2018-06-01,21238.0,Hospitality
AAAI-15,2018-07-01,19212.0,Hospitality
AAAI-15,2018-08-01,27906.0,Hospitality
AAAI-15,2018-09-01,24197.0,Hospitality
AAAI-15,2018-10-01,20746.0,Hospitality
AAAI-15,2018-11-01,24809.0,Hospitality
AAAI-15,2018-12-01,22805.0,Hospitality
AAAI-15,2019-01-01,20458.0,Hospitality
AAAI-15,2019-02-01,22137.0,Hospitality
AAAI-15,2019-03-01,22410.0,Hospitality
AAAI-15,2019-04-01,19416.0,Hospitality
AAAI-15,2019-05-01,22603.0,Hospitality
AAAI-15,2019-06-01,23633.0,Hospitality
AAAI-15,2019-07-01,18291.0,Hospitality
AAAI-15,2019-08-01,21522.0,Hospitality
AAAI-15,2019-09-01,16525.0,Hospitality
AAAI-15,2019-10-01,26261.0,Hospitality
AAAI-15,2019-11-01,21145.0,Hospitality
AAAI-15,2019-12-01,18117.0,Hospitality
ABFM-90,2010-01-01,3782.0,Hospitality
ABFM-90,2010-02-01,4246.0,Hospitality
ABFM-90,2010-03-01,5236.0,Hospitality
ABFM-90,2010-04-01,,Hospitality
ABFM-90,2010-05-01,2924.0,Hospitality
ABFM-90,2010-06-01,3904.0,Hospitality
ABFM-90,2010-07-01,2640.0,Hospitality
ABFM-90,2010-08-01,4178.0,Hospitality
ABFM-90,2010-09-01,3873.0,Hospitality
ABFM-90,2010-10-01,,Hospitality
ABFM-90,2010-11-01,4128.0,Hospitality
ABFM-90,2010-12-01,4249.0,Hospitality
ABFM-90,2011-01-01,4242.0,Hospitality
ABFM-90,2011-02-01,4543.0,Hospitality
ABFM-90,2011-03-01,3560.0,Hospitality
ABFM-90,2011-04-01,3078.0,Hospitality
ABFM-90,2011-05-01,5549.0,Hospitality
ABFM-90,2011-06-01,5309.0,Hospitality
ABFM-90,2011-07-01,3337.0,Hospitality
ABFM-90,2011-08-01,4974.0,Hospitality
ABFM-90,2011-09-01,3541.0,Hospitality
ABFM-90,2011-10-01,3481.0,Hospitality
ABFM-90,2011-11-01,5915.0,Hospitality
ABFM-90,2011-12-01,,Hospitality
ABFM-90,2012-01-01,3123.0,Hospitality
ABFM-90,2012-02-01,3594.0,Hospitality
ABFM-90,2012-03-01,3496.0,Hospitality
ABFM-90,2012-04-01,4464.0,Hospitality
ABFM-90,2012-05-01,4330.0,Hospitality
ABFM-90,2012-06-01,4063.0,Hospitality
ABFM-90,2012-07-01,4337.0,Hospitality
ABFM-90,2012-08-01,3300.0,Hospitality
ABFM-90,2012-09-01,,Hospitality
ABFM-90,2012-10-01,,Hospitality
ABFM-90,2012-11-01,,Hospitality
ABFM-90,2012-12-01,4051.0,Hospitality
ABFM-90,2013-01-01,5745.0,Hospitality
ABFM-90,2013-02-01,4788.0,Hospitality
ABFM-90,2013-03-01,5582.0,Hospitality
ABFM-90,2013-04-01,4028.0,Hospitality
ABFM-90,2013-05-01,4133.0,Hospitality
ABFM-90,2013-06-01,4009.0,Hospitality
ABFM-90,2013-07-01,4111.0,Hospitality
ABFM-90,2013-08-01,3612.0,Hospitality
ABFM-90,2013-09-01,4779.0,Hospitality
ABFM-90,2013-10-01,3854.0,Hospitality
ABFM-90,2013-11-01,4132.0,Hospitality
ABFM-90,2013-12-01,4033.0,Hospitality
ABFM-90,2014-01-01,4453.0,Hospitality
ABFM-90,2014-02-01,4827.0,Hospitality
ABFM-90,2014-03-01,4763.0,Hospitality
ABFM-90,2014-04-01,3793.0,Hospitality
ABFM-90,2014-05-01,4427.0,Hospitality
ABFM-90,2014-06-01,3700.0,Hospitality
ABFM-90,2014-07-01,4380.0,Hospitality
ABFM-90,2014-08-01,4541.0,Hospitality
ABFM-90,2014-09-01,3965.0,Hospitality
ABFM-90,2014-10-01,,Hospitality
ABFM-90,2014-11-01,3687.0,Hospitality
ABFM-90,2014-12-01,4919.0,Hospitality
ABFM-90,2015-01-01,4585.0,Hospitality
ABFM-90,2015-02-01,5417.0,Hospitality
ABFM-90,2015-03-01,4225.0,Hospitality
ABFM-90,2015-04-01,4645.0,Hospitality
ABFM-90,2015-05-01,5529.0,Hospitality
ABFM-90,2015-06-01,5776.0,Hospitality
ABFM-90,2015-07-01,5427.0,Hospitality
ABFM-90,2015-08-01,5680.0,Hospitality
ABFM-90,2015-09-01,4567.0,Hospitality
ABFM-90,2015-10-01,4249.0,Hospitality
ABFM-90,2015-11-01,4263.0,Hospitality
ABFM-90,2015-12-01,3302.0,Hospitality
ABFM-90,2016-01-01,3546.0,Hospitality
ABFM-90,2016-02-01,3436.0,Hospitality
ABFM-90,2016-03-01,4326.0,Hospitality
ABFM-90,2016-04-01,4389.0,Hospitality
ABFM-90,2016-05-01,3988.0,Hospitality
ABFM-90,2016-06-01,5801.0,Hospitality
ABFM-90,2016-07-01,4927.0,Hospitality
ABFM-90,2016-08-01,4634.0,Hospitality
ABFM-90,2016-09-01,5712.0,Hospitality
ABFM-90,2016-10-01,4654.0,Hospitality
ABFM-90,2016-11-01,5284.0,Hospitality
ABFM-90,2016-12-01,3494.0,Hospitality
ABFM-90,2017-01-01,5848.0,Hospitality
ABFM-90,2017-02-01,5019.0,Hospitality
ABFM-90,2017-03-01,4438.0,Hospitality
ABFM-90,2017-04-01,4935.0,Hospitality
ABFM-90,2017-05-01,4093.0,Hospitality
ABFM-90,2017-06-01,4695.0,Hospitality
ABFM-90,2017-07-01,5130.0,Hospitality
ABFM-90,2017-08-01,5130.0,Hospitality
ABFM-90,2017-09-01,4801.0,Hospitality
ABFM-90,2017-10-01,4945.0,Hospitality
ABFM-90,2017-11-01,4809.0,Hospitality
ABFM-90,2017-12-01,3385.0,Hospitality
ABFM-90,2018-01-01,5454.0,Hospitality
ABFM-90,2018-02-01,4256.0,Hospitality
ABFM-90,2018-03-01,4021.0,Hospitality
ABFM-90,2018-04-01,4604.0,Hospitality
ABFM-90,2018-05-01,4318.0,Hospitality
ABFM-90,2018-06-01,6092.0,Hospitality
ABFM-90,2018-07-01,4726.0,Hospitality
ABFM-90,2018-08-01,5832.0,Hospitality
ABFM-90,2018-09-01,4829.0,Hospitality
ABFM-90,2018-10-01,4135.0,Hospitality
ABFM-90,2018-11-01,4980.0,Hospitality
ABFM-90,2018-12-01,4361.0,Hospitality
ABFM-90,2019-01-01,4407.0,Hospitality
ABFM-90,2019-02-01,4173.0,Hospitality
ABFM-90,2019-03-01,4612.0,Hospitality
ABFM-90,2019-04-01,4694.0,Hospitality
ABFM-90,2019-05-01,4182.0,Hospitality
ABFM-90,2019-06-01,3421.0,Hospitality
ABFM-90,2019-07-01,5198.0,Hospitality
ABFM-90,2019-08-01,4651.0,Hospitality
ABFM-90,2019-09-01,5461.0,Hospitality
ABFM-90,2019-10-01,4933.0,Hospitality
ABFM-90,2019-11-01,,Hospitality
ABFM-90,2019-12-01,4550.0,Hospitality
ABZO-32,2010-01-01,7670.0,Fast Food
ABZO-32,2010-02-01,12586.0,Fast Food
ABZO-32,2010-03-01,8166.0,Fast Food
ABZO-32,2010-04-01,12359.0,Fast Food
ABZO-32,2010-05-01,9610.0,Fast Food
ABZO-32,2010-06-01,11562.0,Fast Food
ABZO-32,2010-07-01,11464.0,Fast Food
ABZO-32,2010-08-01,13231.0,Fast Food
ABZO-32,2010-09-01,10036.0,Fast Food
ABZO-32,2010-10-01,11109.0,Fast Food
ABZO-32,2010-11-01,8996.0,Fast Food
ABZO-32,2010-12-01,13429.0,Fast Food
ABZO-32,2011-01-01,12988.0,Fast Food
ABZO-32,2011-02-01,14938.0,Fast Food
ABZO-32,2011-03-01,11417.0,Fast Food
ABZO-32,2011-04-01,13752.0,Fast Food
ABZO-32,2011-05-01,10773.0,Fast Food
ABZO-32,2011-06-01,,Fast Food
ABZO-32,2011-07-01,,Fast Food
ABZO-32,2011-08-01,9179.0,Fast Food
ABZO-32,2011-09-01,13168.0,Fast Food
ABZO-32,2011-10-01,,Fast Food
ABZO-32,2011-11-01,12416.0,Fast Food
ABZO-32,2011-12-01,10221.0,Fast Food
ABZO-32,2012-01-01,,Fast Food
ABZO-32,2012-02-01,10757.0,Fast Food
ABZO-32,2012-03-01,11618.0,Fast Food
ABZO-32,2012-04-01,10447.0,Fast Food
ABZO-32,2012-05-01,12231.0,Fast Food
ABZO-32,2012-06-01,12580.0,Fast Food
ABZO-32,2012-07-01,,Fast Food
ABZO-32,2012-08-01,16949.0,Fast Food
ABZO-32,2012-09-01,10734.0,Fast Food
ABZO-32,2012-10-01,12972.0,Fast Food
ABZO-32,2012-11-01,14542.0,Fast Food
ABZO-32,2012-12-01,14550.0,Fast Food
ABZO-32,2013-01-01,13656.0,Fast Food
ABZO-32,2013-02-01,11276.0,Fast Food
ABZO-32,2013-03-01,10983.0,Fast Food
ABZO-32,2013-04-01,12656.0,Fast Food
ABZO-32,2013-05-01,12238.0,Fast Food
ABZO-32,2013-06-01,13361.0,Fast Food
ABZO-32,2013-07-01,17013.0,Fast Food
ABZO-32,2013-08-01,11351.0,Fast Food
ABZO-32,2013-09-01,10357.0,Fast Food
ABZO-32,2013-10-01,11859.0,Fast Food
ABZO-32,2013-11-01,13893.0,Fast Food
ABZO-32,2013-12-01,11946.0,Fast Food
ABZO-32,2014-01-01,17446.0,Fast Food
ABZO-32,2014-02-01,13114.0,Fast Food
ABZO-32,2014-03-01,16701.0,Fast Food
ABZO-32,2014-04-01,12059.0,Fast Food
ABZO-32,2014-05-01,14659.0,Fast Food
ABZO-32,2014-06-01,14518.0,Fast Food
ABZO-32,2014-07-01,11914.0,Fast Food
ABZO-32,2014-08-01,11834.0,Fast Food
ABZO-32,2014-09-01,13789.0,Fast Food
ABZO-32,2014-10-01,13886.0,Fast Food
ABZO-32,2014-11-01,12187.0,Fast Food
ABZO-32,2014-12-01,15795.0,Fast Food
ABZO-32,2015-01-01,18929.0,Fast Food
ABZO-32,2015-02-01,12188.0,Fast Food
ABZO-32,2015-03-01,18023.0,Fast Food
ABZO-32,2015-04-01,15373.0,Fast Food
ABZO-32,2015-05-01,16661.0,Fast Food
ABZO-32,2015-06-01,15643.0,Fast Food
ABZO-32,2015-07-01,12654.0,Fast Food
ABZO-32,2015-08-01,19810.0,Fast Food
ABZO-32,2015-09-01,16509.0,Fast Food
ABZO-32,2015-10-01,19057.0,Fast Food
ABZO-32,2015-11-01,15930.0,Fast Food
ABZO-32,2015-12-01,14135.0,Fast Food
ABZO-32,2016-01-01,17053.0,Fast Food
ABZO-32,2016-02-01,15926.0,Fast Food
ABZO-32,2016-03-01,14844.0,Fast Food
ABZO-32,2016-04-01,14392.0,Fast Food
ABZO-32,2016-05-01,14469.0,Fast Food
ABZO-32,2016-06-01,16238.0,Fast Food
ABZO-32,2016-07-01,13783.0,Fast Food
ABZO-32,2016-08-01,17069.0,Fast Food
ABZO-32,2016-09-01,14917.0,Fast Food
ABZO-32,2016-10-01,12580.0,Fast Food
ABZO-32,2016-11-01,16184.0,Fast Food
ABZO-32,2016-12-01,21406.0,Fast Food
ABZO-32,2017-01-01,15101.0,Fast Food
ABZO-32,2017-02-01,18199.0,Fast Food
ABZO-32,2017-03-01,13749.0,Fast Food
ABZO-32,2017-04-01,11329.0,Fast Food
ABZO-32,2017-05-01,21421.0,Fast Food
ABZO-32,2017-06-01,11226.0,Fast Food
ABZO-32,2017-07-01,14305.0,Fast Food
ABZO-32,2017-08-01,16235.0,Fast Food
ABZO-32,2017-09-01,,Fast Food
ABZO-32,2017-10-01,22068.0,Fast Food
ABZO-32,2017-11-01,19157.0,Fast Food
ABZO-32,2017-12-01,19268.0,Fast Food
ABZO-32,2018-01-01,24624.0,Fast Food
ABZO-32,2018-02-01,18751.0,Fast Food
ABZO-32,2018-03-01,17016.0,Fast Food
ABZO-32,2018-04-01,19369.0,Fast Food
ABZO-32,2018-05-01,15444.0,Fast Food
ABZO-32,2018-06-01,17101.0,Fast Food
ABZO-32,2018-07-01,17700.0,Fast Food
ABZO-32,2018-08-01,16172.0,Fast Food
ABZO-32,2018-09-01,17001.0,Fast Food
ABZO-32,2018-10-01,15378.0,Fast Food
ABZO-32,2018-11-01,17974.0,Fast Food
ABZO-32,2018-12-01,16036.0,Fast Food
ABZO-32,2019-01-01,15805.0,Fast Food
ABZO-32,2019-02-01,17876.0,Fast Food
ABZO-32,2019-03-01,14783.0,Fast Food
ABZO-32,2019-04-01,12542.0,Fast Food
ABZO-32,2019-05-01,14414.0,Fast Food
ABZO-32,2019-06-01,16416.0,Fast Food
ABZO-32,2019-07-01,16357.0,Fast Food
ABZO-32,2019-08-01,20697.0,Fast Food
ABZO-32,2019-09-01,17326.0,Fast Food
ABZO-32,2019-10-01,15241.0,Fast Food
ABZO-32,2019-11-01,17696.0,Fast Food
ABZO-32,2019-12-01,,Fast Food
ACWI-63,2010-01-01,3371.0,Retail
ACWI-63,2010-02-01,3606.0,Retail
ACWI-63,2010-03-01,4385.0,Retail
ACWI-63,2010-04-01,3763.0,Retail
ACWI-63,2010-05-01,4317.0,Retail
ACWI-63,2010-06-01,4236.0,Retail
ACWI-63,2010-07-01,4300.0,Retail
ACWI-63,2010-08-01,3217.0,Retail
ACWI-63,2010-09-01,3085.0,Retail
ACWI-63,2010-10-01,4497.0,Retail
ACWI-63,2010-11-01,3121.0,Retail
ACWI-63,2010-12-01,3648.0,Retail
ACWI-63,2011-01-01,3793.0,Retail
ACWI-63,2011-02-01,5679.0,Retail
ACWI-63,2011-03-01,4599.0,Retail
ACWI-63,2011-04-01,5070.0,Retail
ACWI-63,2011-05-01,3381.0,Retail
ACWI-63,2011-06-01,3428.0,Retail
ACWI-63,2011-07-01,3636.0,Retail
ACWI-63,2011-08-01,3498.0,Retail
ACWI-63,2011-09-01,4043.0,Retail
ACWI-63,2011-10-01,4889.0,Retail
ACWI-63,2011-11-01,3476.0,Retail
ACWI-63,2011-12-01,5144.0,Retail
ACWI-63,2012-01-01,4214.0,Retail
ACWI-63,2012-02-01,4281.0,Retail
ACWI-63,2012-03-01,,Retail
ACWI-63,2012-04-01,3600.0,Retail
ACWI-63,2012-05-01,4201.0,Retail
ACWI-63,2012-06-01,3714.0,Retail
ACWI-63,2012-07-01,3292.0,Retail
ACWI-63,2012-08-01,5470.0,Retail
ACWI-63,2012-09-01,3747.0,Retail
ACWI-63,2012-10-01,5241.0,Retail
ACWI-63,2012-11-01,3481.0,Retail
ACWI-63,2012-12-01,5273.0,Retail
ACWI-63,2013-01-01,4976.0,Retail
ACWI-63,2013-02-01,4175.0,Retail
ACWI-63,2013-03-01,3925.0,Retail
ACWI-63,2013-04-01,,Retail
ACWI-63,2013-05-01,4303.0,Retail
ACWI-63,2013-06-01,4742.0,Retail
ACWI-63,2013-07-01,,Retail
ACWI-63,2013-08-01,4296.0,Retail
ACWI-63,2013-09-01,4882.0,Retail
ACWI-63,2013-10-01,4200.0,Retail
ACWI-63,2013-11-01,4301.0,Retail
ACWI-63,2013-12-01,4393.0,Retail
ACWI-63,2014-01-01,4216.0,Retail
ACWI-63,2014-02-01,4109.0,Retail
ACWI-63,2014-03-01,4524.0,Retail
ACWI-63,2014-04-01,6446.0,Retail
ACWI-63,2014-05-01,3825.0,Retail
ACWI-63,2014-06-01,5189.0,Retail
ACWI-63,2014-07-01,4392.0,Retail
ACWI-63,2014-08-01,6210.0,Retail
ACWI-63,2014-09-01,3420.0,Retail
ACWI-63,2014-10-01,4573.0,Retail
ACWI-63,2014-11-01,5613.0,Retail
ACWI-63,2014-12-01,3251.0,Retail
ACWI-63,2015-01-01,3334.0,Retail
ACWI-63,2015-02-01,3727.0,Retail
ACWI-63,2015-03-01,4196.0,Retail
ACWI-63,2015-04-01,4515.0,Retail
ACWI-63,2015-05-01,3670.0,Retail
ACWI-63,2015-06-01,4596.0,Retail
ACWI-63,2015-07-01,3699.0,Retail
ACWI-63,2015-08-01,5079.0,Retail
ACWI-63,2015-09-01,4545.0,Retail
ACWI-63,2015-10-01,5400.0,Retail
ACWI-63,2015-11-01,4611.0,Retail
ACWI-63,2015-12-01,4912.0,Retail
ACWI-63,2016-01-01,5496.0,Retail
ACWI-63,2016-02-01,4269.0,Retail
ACWI-63,2016-03-01,6034.0,Retail
ACWI-63,2016-04-01,4767.0,Retail
ACWI-63,2016-05-01,,Retail
ACWI-63,2016-06-01,4030.0,Retail
ACWI-63,2016-07-01,6115.0,Retail
ACWI-63,2016-08-01,5513.0,Retail
ACWI-63,2016-09-01,5808.0,Retail
ACWI-63,2016-10-01,4792.0,Retail
ACWI-63,2016-11-01,5811.0,Retail
ACWI-63,2016-12-01,4083.0,Retail
ACWI-63,2017-01-01,5211.0,Retail
ACWI-63,2017-02-01,4279.0,Retail
ACWI-63,2017-03-01,7317.0,Retail
ACWI-63,2017-04-01,3633.0,Retail
ACWI-63,2017-05-01,5488.0,Retail
ACWI-63,2017-06-01,4408.0,Retail
ACWI-63,2017-07-01,4869.0,Retail
ACWI-63,2017-08-01,,Retail
ACWI-63,2017-09-01,5288.0,Retail
ACWI-63,2017-10-01,6575.0,Retail
ACWI-63,2017-11-01,5450.0,Retail
ACWI-63,2017-12-01,7535.0,Retail
ACWI-63,2018-01-01,7253.0,Retail
ACWI-63,2018-02-01,6483.0,Retail
ACWI-63,2018-03-01,7112.0,Retail
ACWI-63,2018-04-01,7915.0,Retail
ACWI-63,2018-05-01,5176.0,Retail
ACWI-63,2018-06-01,5775.0,Retail
ACWI-63,2018-07-01,6434.0,Retail
ACWI-63,2018-08-01,6070.0,Retail
ACWI-63,2018-09-01,6860.0,Retail
ACWI-63,2018-10-01,4808.0,Retail
ACWI-63,2018-11-01,5162.0,Retail
ACWI-63,2018-12-01,4724.0,Retail
ACWI-63,2019-01-01,4993.0,Retail
ACWI-63,2019-02-01,6733.0,Retail
ACWI-63,2019-03-01,5332.0,Retail
ACWI-63,2019-04-01,4235.0,Retail
ACWI-63,2019-05-01,4939.0,Retail
ACWI-63,2019-06-01,3671.0,Retail
ACWI-63,2019-07-01,5228.0,Retail
ACWI-63,2019-08-01,3767.0,Retail
ACWI-63,2019-09-01,4792.0,Retail
ACWI-63,2019-10-01,,Retail
ACWI-63,2019-11-01,4731.0,Retail
ACWI-63,2019-12-01,5314.0,Retail
ADAY-83,2010-01-01,2332.0,Retail
ADAY-83,2010-02-01,2509.0,Retail
ADAY-83,2010-03-01,3184.0,Retail
ADAY-83,2010-04-01,2859.0,Retail
ADAY-83,2010-05-01,2571.0,Retail
ADAY-83,2010-06-01,,Retail
ADAY-83,2010-07-01,3311.0,Retail
ADAY-83,2010-08-01,2252.0,Retail
ADAY-83,2010-09-01,2371.0,Retail
ADAY-83,2010-10-01,3199.0,Retail
ADAY-83,2010-11-01,3501.0,Retail
ADAY-83,2010-12-01,3466.0,Retail
ADAY-83,2011-01-01,3936.0,Retail
ADAY-83,2011-02-01,3979.0,Retail
ADAY-83,2011-03-01,2797.0,Retail
ADAY-83,2011-04-01,2872.0,Retail
ADAY-83,2011-05-01,3789.0,Retail
ADAY-83,2011-06-01,3450.0,Retail
ADAY-83,2011-07-01,4303.0,Retail
ADAY-83,2011-08-01,2819.0,Retail
ADAY-83,2011-09-01,3548.0,Retail
ADAY-83,2011-10-01,3656.0,Retail
ADAY-83,2011-11-01,2846.0,Retail
ADAY-83,2011-12-01,3174.0,Retail
ADAY-83,2012-01-01,2955.0,Retail
ADAY-83,2012-02-01,4355.0,Retail
ADAY-83,2012-03-01,3280.0,Retail
ADAY-83,2012-04-01,3761.0,Retail
ADAY-83,2012-05-01,3113.0,Retail
ADAY-83,2012-06-01,2936.0,Retail
ADAY-83,2012-07-01,3186.0,Retail
ADAY-83,2012-08-01,2039.0,Retail
ADAY-83,2012-09-01,3438.0,Retail
ADAY-83,2012-10-01,2897.0,Retail
ADAY-83,2012-11-01,3516.0,Retail
ADAY-83,2012-12-01,3557.0,Retail
ADAY-83,2013-01-01,,Retail
ADAY-83,2013-02-01,2698.0,Retail
ADAY-83,2013-03-01,3210.0,Retail
ADAY-83,2013-04-01,3262.0,Retail
ADAY-83,2013-05-01,3613.0,Retail
ADAY-83,2013-06-01,3744.0,Retail
ADAY-83,2013-07-01,3431.0,Retail
ADAY-83,2013-08-01,3518.0,Retail
ADAY-83,2013-09-01,3535.0,Retail
ADAY-83,2013-10-01,3195.0,Retail
ADAY-83,2013-11-01,2868.0,Retail
ADAY-83,2013-12-01,3186.0,Retail
ADAY-83,2014-01-01,3739.0,Retail
ADAY-83,2014-02-01,4606.0,Retail
ADAY-83,2014-03-01,3655.0,Retail
ADAY-83,2014-04-01,3504.0,Retail
ADAY-83,2014-05-01,4189.0,Retail
ADAY-83,2014-06-01,3817.0,Retail
ADAY-83,2014-07-01,4362.0,Retail
ADAY-83,2014-08-01,4084.0,Retail
ADAY-83,2014-09-01,3390.0,Retail
ADAY-83,2014-10-01,3310.0,Retail
ADAY-83,2014-11-01,2917.0,Retail
ADAY-83,2014-12-01,3219.0,Retail
ADAY-83,2015-01-01,4160.0,Retail
ADAY-83,2015-02-01,3076.0,Retail
ADAY-83,2015-03-01,3020.0,Retail
ADAY-83,2015-04-01,2691.0,Retail
ADAY-83,2015-05-01,3755.0,Retail
ADAY-83,2015-06-01,3548.0,Retail
ADAY-83,2015-07-01,4999.0,Retail
ADAY-83,2015-08-01,3282.0,Retail
ADAY-83,2015-09-01,3548.0,Retail
ADAY-83,2015-10-01,2636.0,Retail
ADAY-83,2015-11-01,3855.0,Retail
ADAY-83,2015-12-01,4349.0,Retail
ADAY-83,2016-01-01,3181.0,Retail
ADAY-83,2016-02-01,4266.0,Retail
ADAY-83,2016-03-01,4094.0,Retail
ADAY-83,2016-04-01,3074.0,Retail
ADAY-83,2016-05-01,4394.0,Retail
ADAY-83,2016-06-01,3535.0,Retail
ADAY-83,2016-07-01,4544.0,Retail
ADAY-83,2016-08-01,3444.0,Retail
ADAY-83,2016-09-01,3483.0,Retail
ADAY-83,2016-10-01,3945.0,Retail
ADAY-83,2016-11-01,3278.0,Retail
ADAY-83,2016-12-01,3727.0,Retail
ADAY-83,2017-01-01,2650.0,Retail
ADAY-83,2017-02-01,3680.0,Retail
ADAY-83,2017-03-01,3259.0,Retail
ADAY-83,2017-04-01,2852.0,Retail
ADAY-83,2017-05-01,3114.0,Retail
ADAY-83,2017-06-01,2296.0,Retail
ADAY-83,2017-07-01,2963.0,Retail
ADAY-83,2017-08-01,3853.0,Retail
ADAY-83,2017-09-01,3565.0,Retail
ADAY-83,2017-10-01,3787.0,Retail
ADAY-83,2017-11-01,2782.0,Retail
ADAY-83,2017-12-01,3334.0,Retail
ADAY-83,2018-01-01,3513.0,Retail
ADAY-83,2018-02-01,4031.0,Retail
ADAY-83,2018-03-01,,Retail
ADAY-83,2018-04-01,2967.0,Retail
ADAY-83,2018-05-01,3178.0,Retail
